FILE_DATE,PHU_NAME,PHU_NUM,ACTIVE_CASES,RESOLVED_CASES,DEATHS
2020-05-30,CHATHAM-KENT,2240,8,135,1
2020-05-30,CITY OF HAMILTON,2237,130,503,37
2020-05-30,CITY OF OTTAWA,2251,126,1562,242
2020-05-30,DURHAM REGION,2230,146,1119,173
2020-05-30,EASTERN ONTARIO,2258,6,130,12
2020-05-30,GREY BRUCE,2233,1,87,0
2020-05-30,HALDIMAND-NORFOLK,2234,7,167,31
2020-05-30,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,7,145,19
2020-05-30,HALTON REGION,2236,61,554,25
2020-04-23,YORK REGION,2270,456,687,63
2020-04-24,ALGOMA DISTRICT,2226,2,10,0
2020-04-24,BRANT COUNTY,2227,18,65,4
2020-04-24,CHATHAM-KENT,2240,14,25,1
2020-04-24,CITY OF HAMILTON,2237,112,228,17
2020-04-24,CITY OF OTTAWA,2251,424,544,37
2020-04-24,DURHAM REGION,2230,343,365,75
2020-04-24,EASTERN ONTARIO,2258,14,61,0
2020-04-24,GREY BRUCE,2233,23,43,0
2020-04-24,HALDIMAND-NORFOLK,2234,31,109,27
2020-04-24,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,16,104,19
2020-04-24,HALTON REGION,2236,115,279,19
2020-04-24,HASTINGS & PRINCE EDWARD COUNTIES,2238,13,24,1
2020-04-24,HURON PERTH,5183,4,31,4
2020-04-24,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3,55,0
2020-04-24,LAMBTON COUNTY,2242,39,106,14
2020-04-24,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,108,142,39
2020-04-24,MIDDLESEX-LONDON,2244,140,198,26
2020-04-24,NIAGARA REGION,2246,115,268,35
2020-04-24,NORTH BAY PARRY SOUND DISTRICT,2247,3,11,0
2020-04-24,NORTHWESTERN,2249,1,14,0
2020-04-24,OXFORD ELGIN-ST.THOMAS,4913,14,34,4
2020-04-24,PEEL REGION,2253,1059,840,67
2020-04-24,PETERBOROUGH COUNTY-CITY,2255,8,52,1
2020-04-24,PORCUPINE,2256,11,40,3
2020-04-24,RENFREW COUNTY AND DISTRICT,2257,0,13,1
2020-04-24,SIMCOE MUSKOKA DISTRICT,2260,75,141,13
2020-04-24,SUDBURY AND DISTRICT,2261,8,39,1
2020-04-24,THUNDER BAY DISTRICT,2262,23,36,0
2020-04-24,TIMISKAMING,2263,3,9,0
2020-04-24,TORONTO,3895,1922,1852,215
2020-04-24,WATERLOO REGION,2265,233,251,25
2020-04-24,WELLINGTON-DUFFERIN-GUELPH,2266,99,115,14
2020-04-24,WINDSOR-ESSEX COUNTY,2268,211,270,34
2020-04-24,YORK REGION,2270,465,713,67
2020-04-25,ALGOMA DISTRICT,2226,2,10,0
2020-04-25,BRANT COUNTY,2227,22,66,4
2020-04-25,CHATHAM-KENT,2240,13,27,1
2020-04-25,CITY OF HAMILTON,2237,123,237,17
2020-04-25,CITY OF OTTAWA,2251,413,575,45
2020-04-25,DURHAM REGION,2230,334,393,79
2020-04-25,EASTERN ONTARIO,2258,17,62,0
2020-04-25,GREY BRUCE,2233,22,46,0
2020-04-25,HALDIMAND-NORFOLK,2234,33,110,27
2020-04-25,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,18,104,19
2020-04-25,HALTON REGION,2236,107,286,20
2020-04-25,HASTINGS & PRINCE EDWARD COUNTIES,2238,11,27,1
2020-04-25,HURON PERTH,5183,3,31,4
2020-04-25,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3,55,0
2020-04-25,LAMBTON COUNTY,2242,37,111,14
2020-04-25,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,100,152,39
2020-04-25,MIDDLESEX-LONDON,2244,137,207,26
2020-04-25,NIAGARA REGION,2246,121,272,38
2020-04-25,NORTH BAY PARRY SOUND DISTRICT,2247,2,12,0
2020-04-25,NORTHWESTERN,2249,1,14,0
2020-04-25,OXFORD ELGIN-ST.THOMAS,4913,14,33,4
2020-04-25,PEEL REGION,2253,1071,900,68
2020-04-25,PETERBOROUGH COUNTY-CITY,2255,7,54,1
2020-04-25,PORCUPINE,2256,11,41,3
2020-04-25,RENFREW COUNTY AND DISTRICT,2257,0,13,1
2020-04-25,SIMCOE MUSKOKA DISTRICT,2260,75,152,13
2020-04-25,SUDBURY AND DISTRICT,2261,7,42,1
2020-04-25,THUNDER BAY DISTRICT,2262,23,39,1
2020-04-25,TIMISKAMING,2263,2,10,0
2020-04-25,TORONTO,3895,1952,1991,232
2020-04-25,WATERLOO REGION,2265,231,271,28
2020-04-25,WELLINGTON-DUFFERIN-GUELPH,2266,94,129,14
2020-04-25,WINDSOR-ESSEX COUNTY,2268,203,288,37
2020-04-25,YORK REGION,2270,466,749,74
2020-04-26,ALGOMA DISTRICT,2226,3,10,0
2020-04-26,BRANT COUNTY,2227,22,67,4
2020-04-26,CHATHAM-KENT,2240,12,29,1
2020-04-26,CITY OF HAMILTON,2237,117,250,17
2020-04-26,CITY OF OTTAWA,2251,443,593,47
2020-04-26,DURHAM REGION,2230,319,440,81
2020-04-26,EASTERN ONTARIO,2258,18,62,0
2020-04-26,GREY BRUCE,2233,23,46,0
2020-04-26,HALDIMAND-NORFOLK,2234,27,115,27
2020-04-26,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,12,116,19
2020-04-26,HALTON REGION,2236,112,289,20
2020-04-26,HASTINGS & PRINCE EDWARD COUNTIES,2238,9,28,2
2020-04-26,HURON PERTH,5183,4,32,4
2020-04-26,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,2,56,0
2020-04-26,LAMBTON COUNTY,2242,37,113,14
2020-04-26,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,91,165,39
2020-04-26,MIDDLESEX-LONDON,2244,112,231,31
2020-04-26,NIAGARA REGION,2246,126,282,38
2020-04-26,NORTH BAY PARRY SOUND DISTRICT,2247,2,12,0
2020-04-26,NORTHWESTERN,2249,1,14,0
2020-04-26,OXFORD ELGIN-ST.THOMAS,4913,16,35,4
2020-04-26,PEEL REGION,2253,1055,979,72
2020-04-26,PETERBOROUGH COUNTY-CITY,2255,11,55,1
2020-04-26,PORCUPINE,2256,11,42,3
2020-04-26,RENFREW COUNTY AND DISTRICT,2257,0,13,1
2020-04-26,SIMCOE MUSKOKA DISTRICT,2260,68,163,13
2020-04-26,SUDBURY AND DISTRICT,2261,7,42,1
2020-04-26,THUNDER BAY DISTRICT,2262,23,40,1
2020-04-26,TIMISKAMING,2263,2,10,0
2020-04-26,TORONTO,3895,1890,2167,238
2020-04-26,WATERLOO REGION,2265,237,288,29
2020-04-26,WELLINGTON-DUFFERIN-GUELPH,2266,96,134,14
2020-04-26,WINDSOR-ESSEX COUNTY,2268,199,304,37
2020-04-26,YORK REGION,2270,490,778,77
2020-04-27,ALGOMA DISTRICT,2226,3,10,0
2020-04-27,BRANT COUNTY,2227,24,67,4
2020-04-27,CHATHAM-KENT,2240,16,29,1
2020-04-27,CITY OF HAMILTON,2237,121,259,17
2020-04-27,CITY OF OTTAWA,2251,457,616,54
2020-04-27,DURHAM REGION,2230,328,454,91
2020-04-27,EASTERN ONTARIO,2258,17,65,0
2020-04-27,GREY BRUCE,2233,25,47,0
2020-04-27,HALDIMAND-NORFOLK,2234,16,127,27
2020-04-27,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,19,118,19
2020-04-27,HALTON REGION,2236,67,338,21
2020-04-27,HASTINGS & PRINCE EDWARD COUNTIES,2238,9,28,2
2020-04-27,HURON PERTH,5183,5,32,4
2020-04-27,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3,55,0
2020-04-27,LAMBTON COUNTY,2242,38,116,14
2020-04-27,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,72,185,39
2020-04-27,MIDDLESEX-LONDON,2244,110,238,31
2020-04-27,NIAGARA REGION,2246,124,293,40
2020-04-27,NORTH BAY PARRY SOUND DISTRICT,2247,2,12,0
2020-04-27,NORTHWESTERN,2249,2,14,0
2020-04-27,OXFORD ELGIN-ST.THOMAS,4913,15,37,4
2020-04-27,PEEL REGION,2253,1050,1037,76
2020-04-27,PETERBOROUGH COUNTY-CITY,2255,22,56,1
2020-04-27,PORCUPINE,2256,10,44,3
2020-04-27,RENFREW COUNTY AND DISTRICT,2257,1,13,1
2020-04-27,SIMCOE MUSKOKA DISTRICT,2260,71,167,13
2020-04-27,SUDBURY AND DISTRICT,2261,5,44,1
2020-04-27,THUNDER BAY DISTRICT,2262,22,42,1
2020-04-27,TIMISKAMING,2263,2,10,0
2020-04-27,TORONTO,3895,1811,2352,267
2020-04-27,WATERLOO REGION,2265,232,315,29
2020-04-27,WELLINGTON-DUFFERIN-GUELPH,2266,99,138,17
2020-04-27,WINDSOR-ESSEX COUNTY,2268,180,327,37
2020-04-27,YORK REGION,2270,461,840,78
2020-04-28,ALGOMA DISTRICT,2226,3,10,0
2020-04-28,BRANT COUNTY,2227,23,71,4
2020-04-28,CHATHAM-KENT,2240,35,30,1
2020-04-28,CITY OF HAMILTON,2237,100,286,18
2020-04-28,CITY OF OTTAWA,2251,497,643,66
2020-04-28,DURHAM REGION,2230,336,478,91
2020-04-28,EASTERN ONTARIO,2258,25,66,0
2020-04-28,GREY BRUCE,2233,25,49,0
2020-04-28,HALDIMAND-NORFOLK,2234,19,130,27
2020-04-28,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,21,120,19
2020-04-28,HALTON REGION,2236,65,347,21
2020-04-28,HASTINGS & PRINCE EDWARD COUNTIES,2238,10,28,2
2020-04-28,HURON PERTH,5183,6,34,4
2020-04-28,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3,55,0
2020-04-28,LAMBTON COUNTY,2242,45,115,14
2020-04-28,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,79,185,40
2020-04-28,MIDDLESEX-LONDON,2244,108,243,31
2020-04-28,NIAGARA REGION,2246,113,307,42
2020-04-28,NORTH BAY PARRY SOUND DISTRICT,2247,1,13,0
2020-04-28,NORTHWESTERN,2249,1,14,0
2020-04-28,OXFORD ELGIN-ST.THOMAS,4913,15,37,4
2020-04-28,PEEL REGION,2253,1023,1101,87
2020-04-28,PETERBOROUGH COUNTY-CITY,2255,27,56,1
2020-04-28,PORCUPINE,2256,10,44,3
2020-04-28,RENFREW COUNTY AND DISTRICT,2257,1,13,1
2020-04-28,SIMCOE MUSKOKA DISTRICT,2260,64,177,13
2020-04-28,SUDBURY AND DISTRICT,2261,6,45,1
2020-04-28,THUNDER BAY DISTRICT,2262,19,50,1
2020-04-28,TIMISKAMING,2263,2,10,0
2020-04-28,TORONTO,3895,1843,2499,277
2020-04-28,WATERLOO REGION,2265,229,341,38
2020-04-28,WELLINGTON-DUFFERIN-GUELPH,2266,98,146,18
2020-04-28,WINDSOR-ESSEX COUNTY,2268,184,335,42
2020-04-28,YORK REGION,2270,430,886,85
2020-04-29,ALGOMA DISTRICT,2226,1,12,0
2020-04-29,BRANT COUNTY,2227,22,73,4
2020-04-29,CHATHAM-KENT,2240,45,33,1
2020-04-29,CITY OF HAMILTON,2237,101,291,19
2020-04-29,CITY OF OTTAWA,2251,537,663,71
2020-04-29,DURHAM REGION,2230,314,511,98
2020-04-29,EASTERN ONTARIO,2258,24,67,0
2020-04-29,GREY BRUCE,2233,26,51,0
2020-04-29,HALDIMAND-NORFOLK,2234,18,131,27
2020-04-29,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,18,120,19
2020-04-29,HALTON REGION,2236,61,354,21
2020-04-29,HASTINGS & PRINCE EDWARD COUNTIES,2238,9,28,3
2020-04-29,HURON PERTH,5183,5,35,4
2020-04-29,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3,55,0
2020-04-29,LAMBTON COUNTY,2242,44,120,14
2020-04-29,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,61,208,40
2020-04-29,MIDDLESEX-LONDON,2244,110,250,31
2020-04-29,NIAGARA REGION,2246,107,323,44
2020-04-29,NORTH BAY PARRY SOUND DISTRICT,2247,1,13,0
2020-04-29,NORTHWESTERN,2249,1,14,0
2020-04-29,OXFORD ELGIN-ST.THOMAS,4913,14,40,4
2020-04-29,PEEL REGION,2253,975,1192,88
2020-04-29,PETERBOROUGH COUNTY-CITY,2255,27,57,2
2020-04-29,PORCUPINE,2256,11,44,3
2020-04-29,RENFREW COUNTY AND DISTRICT,2257,1,13,1
2020-04-29,SIMCOE MUSKOKA DISTRICT,2260,63,185,13
2020-04-29,SUDBURY AND DISTRICT,2261,10,45,1
2020-04-29,THUNDER BAY DISTRICT,2262,17,52,1
2020-04-29,TIMISKAMING,2263,1,11,0
2020-04-29,TORONTO,3895,1623,2754,291
2020-04-29,WATERLOO REGION,2265,223,370,44
2020-04-29,WELLINGTON-DUFFERIN-GUELPH,2266,100,149,18
2020-04-29,WINDSOR-ESSEX COUNTY,2268,153,374,44
2020-04-29,YORK REGION,2270,394,974,90
2020-04-30,ALGOMA DISTRICT,2226,1,12,0
2020-04-30,BRANT COUNTY,2227,22,75,4
2020-04-30,CHATHAM-KENT,2240,44,37,1
2020-04-30,CITY OF HAMILTON,2237,93,303,19
2020-04-30,CITY OF OTTAWA,2251,513,722,75
2020-04-30,DURHAM REGION,2230,297,537,102
2020-04-30,EASTERN ONTARIO,2258,23,68,0
2020-04-30,GREY BRUCE,2233,26,51,0
2020-04-30,HALDIMAND-NORFOLK,2234,15,135,27
2020-04-30,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,18,120,19
2020-04-30,HALTON REGION,2236,70,360,22
2020-04-30,HASTINGS & PRINCE EDWARD COUNTIES,2238,9,29,4
2020-04-30,HURON PERTH,5183,7,33,5
2020-04-30,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5,55,0
2020-04-30,LAMBTON COUNTY,2242,42,124,14
2020-04-30,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,53,221,40
2020-04-30,MIDDLESEX-LONDON,2244,92,275,34
2020-04-30,NIAGARA REGION,2246,95,342,44
2020-04-30,NORTH BAY PARRY SOUND DISTRICT,2247,1,13,0
2020-04-30,NORTHWESTERN,2249,0,15,0
2020-04-30,OXFORD ELGIN-ST.THOMAS,4913,10,43,4
2020-04-30,PEEL REGION,2253,944,1251,102
2020-04-30,PETERBOROUGH COUNTY-CITY,2255,26,57,3
2020-04-30,PORCUPINE,2256,11,44,4
2020-04-30,RENFREW COUNTY AND DISTRICT,2257,1,13,1
2020-04-30,SIMCOE MUSKOKA DISTRICT,2260,63,194,14
2020-04-30,SUDBURY AND DISTRICT,2261,11,45,1
2020-04-30,THUNDER BAY DISTRICT,2262,17,53,1
2020-04-30,TIMISKAMING,2263,1,11,0
2020-04-30,TORONTO,3895,1568,3001,332
2020-04-30,WATERLOO REGION,2265,225,389,45
2020-04-30,WELLINGTON-DUFFERIN-GUELPH,2266,96,155,19
2020-04-30,WINDSOR-ESSEX COUNTY,2268,137,394,48
2020-04-30,YORK REGION,2270,364,1028,98
2020-05-01,ALGOMA DISTRICT,2226,1,12,0
2020-05-01,BRANT COUNTY,2227,20,78,4
2020-05-01,CHATHAM-KENT,2240,45,37,1
2020-05-01,CITY OF HAMILTON,2237,93,312,20
2020-05-01,CITY OF OTTAWA,2251,557,739,76
2020-05-01,DURHAM REGION,2230,287,567,109
2020-05-01,EASTERN ONTARIO,2258,25,68,0
2020-05-01,GREY BRUCE,2233,25,52,0
2020-05-01,HALDIMAND-NORFOLK,2234,14,136,27
2020-05-01,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,18,121,19
2020-05-01,HALTON REGION,2236,65,371,22
2020-05-01,HASTINGS & PRINCE EDWARD COUNTIES,2238,9,29,4
2020-05-01,HURON PERTH,5183,6,34,5
2020-05-01,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5,55,0
2020-05-01,LAMBTON COUNTY,2242,41,125,14
2020-05-01,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,47,228,40
2020-05-01,MIDDLESEX-LONDON,2244,93,285,35
2020-05-01,NIAGARA REGION,2246,93,348,44
2020-05-01,NORTH BAY PARRY SOUND DISTRICT,2247,1,13,0
2020-05-01,NORTHWESTERN,2249,0,15,0
2020-05-01,OXFORD ELGIN-ST.THOMAS,4913,10,43,4
2020-05-01,PEEL REGION,2253,846,1387,114
2020-05-01,PETERBOROUGH COUNTY-CITY,2255,24,59,3
2020-05-01,PORCUPINE,2256,10,45,4
2020-05-01,RENFREW COUNTY AND DISTRICT,2257,2,13,1
2020-05-01,SIMCOE MUSKOKA DISTRICT,2260,69,196,15
2020-05-01,SUDBURY AND DISTRICT,2261,10,46,1
2020-05-01,THUNDER BAY DISTRICT,2262,17,56,1
2020-05-01,TIMISKAMING,2263,7,11,0
2020-05-01,TORONTO,3895,1442,3256,343
2020-05-01,WATERLOO REGION,2265,218,431,45
2020-05-01,WELLINGTON-DUFFERIN-GUELPH,2266,98,159,20
2020-05-01,WINDSOR-ESSEX COUNTY,2268,118,422,49
2020-05-01,YORK REGION,2270,346,1076,101
2020-05-02,ALGOMA DISTRICT,2226,1,12,0
2020-05-02,BRANT COUNTY,2227,19,80,4
2020-05-02,CHATHAM-KENT,2240,47,37,1
2020-05-02,CITY OF HAMILTON,2237,96,317,20
2020-05-02,CITY OF OTTAWA,2251,537,805,78
2020-05-02,DURHAM REGION,2230,274,611,112
2020-05-02,EASTERN ONTARIO,2258,27,68,0
2020-05-02,GREY BRUCE,2233,11,68,0
2020-05-02,HALDIMAND-NORFOLK,2234,23,144,27
2020-05-02,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,16,123,19
2020-05-02,HALTON REGION,2236,62,381,22
2020-05-02,HASTINGS & PRINCE EDWARD COUNTIES,2238,8,30,4
2020-05-02,HURON PERTH,5183,7,35,5
2020-05-02,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5,55,0
2020-05-02,LAMBTON COUNTY,2242,42,128,14
2020-05-02,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,36,241,40
2020-05-02,MIDDLESEX-LONDON,2244,83,295,36
2020-05-02,NIAGARA REGION,2246,92,358,46
2020-05-02,NORTH BAY PARRY SOUND DISTRICT,2247,0,15,0
2020-05-02,NORTHWESTERN,2249,0,15,0
2020-05-02,OXFORD ELGIN-ST.THOMAS,4913,9,45,4
2020-05-02,PEEL REGION,2253,795,1492,121
2020-05-02,PETERBOROUGH COUNTY-CITY,2255,24,60,3
2020-05-02,PORCUPINE,2256,8,47,4
2020-05-02,RENFREW COUNTY AND DISTRICT,2257,2,13,1
2020-05-02,SIMCOE MUSKOKA DISTRICT,2260,75,198,18
2020-05-02,SUDBURY AND DISTRICT,2261,9,46,2
2020-05-02,THUNDER BAY DISTRICT,2262,17,55,1
2020-05-02,TIMISKAMING,2263,7,11,0
2020-05-02,TORONTO,3895,1447,3413,371
2020-05-02,WATERLOO REGION,2265,204,471,46
2020-05-02,WELLINGTON-DUFFERIN-GUELPH,2266,111,165,22
2020-05-02,WINDSOR-ESSEX COUNTY,2268,113,435,50
2020-05-02,YORK REGION,2270,346,1121,105
2020-05-03,ALGOMA DISTRICT,2226,1,12,0
2020-05-03,BRANT COUNTY,2227,18,82,4
2020-05-03,CHATHAM-KENT,2240,46,38,1
2020-05-03,CITY OF HAMILTON,2237,85,332,20
2020-05-03,CITY OF OTTAWA,2251,561,830,92
2020-05-03,DURHAM REGION,2230,260,642,118
2020-05-03,EASTERN ONTARIO,2258,28,69,0
2020-05-03,GREY BRUCE,2233,10,69,0
2020-05-03,HALDIMAND-NORFOLK,2234,21,143,29
2020-05-03,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,15,124,19
2020-05-03,HALTON REGION,2236,67,385,22
2020-05-03,HASTINGS & PRINCE EDWARD COUNTIES,2238,8,31,4
2020-05-03,HURON PERTH,5183,7,37,5
2020-05-03,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5,55,0
2020-05-03,LAMBTON COUNTY,2242,34,137,14
2020-05-03,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,33,243,41
2020-05-03,MIDDLESEX-LONDON,2244,88,298,37
2020-05-03,NIAGARA REGION,2246,96,369,49
2020-05-03,NORTH BAY PARRY SOUND DISTRICT,2247,1,15,0
2020-05-03,NORTHWESTERN,2249,0,15,0
2020-05-03,OXFORD ELGIN-ST.THOMAS,4913,9,45,4
2020-05-03,PEEL REGION,2253,742,1608,126
2020-05-03,PETERBOROUGH COUNTY-CITY,2255,18,62,3
2020-05-03,PORCUPINE,2256,8,47,4
2020-05-03,RENFREW COUNTY AND DISTRICT,2257,1,14,1
2020-05-03,SIMCOE MUSKOKA DISTRICT,2260,76,207,18
2020-05-03,SUDBURY AND DISTRICT,2261,9,46,2
2020-05-03,THUNDER BAY DISTRICT,2262,18,57,1
2020-05-03,TIMISKAMING,2263,7,11,0
2020-05-03,TORONTO,3895,1341,3671,376
2020-05-03,WATERLOO REGION,2265,196,491,46
2020-05-03,WELLINGTON-DUFFERIN-GUELPH,2266,101,176,23
2020-05-03,WINDSOR-ESSEX COUNTY,2268,107,452,50
2020-05-03,YORK REGION,2270,315,1192,107
2020-05-04,ALGOMA DISTRICT,2226,1,12,0
2020-05-04,BRANT COUNTY,2227,17,83,4
2020-05-04,CHATHAM-KENT,2240,49,39,1
2020-05-04,CITY OF HAMILTON,2237,85,340,21
2020-05-04,CITY OF OTTAWA,2251,511,866,127
2020-05-04,DURHAM REGION,2230,253,669,122
2020-05-04,EASTERN ONTARIO,2258,26,72,0
2020-05-04,GREY BRUCE,2233,9,70,0
2020-05-04,HALDIMAND-NORFOLK,2234,19,145,29
2020-05-04,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,18,125,19
2020-05-04,HALTON REGION,2236,63,392,22
2020-05-04,HASTINGS & PRINCE EDWARD COUNTIES,2238,7,33,4
2020-05-04,HURON PERTH,5183,8,37,5
2020-05-04,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3,57,0
2020-05-04,LAMBTON COUNTY,2242,27,145,14
2020-05-04,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,32,244,41
2020-05-04,MIDDLESEX-LONDON,2244,85,308,38
2020-05-04,NIAGARA REGION,2246,89,380,51
2020-05-04,NORTH BAY PARRY SOUND DISTRICT,2247,1,15,0
2020-05-04,NORTHWESTERN,2249,0,15,0
2020-05-04,OXFORD ELGIN-ST.THOMAS,4913,8,46,4
2020-05-04,PEEL REGION,2253,710,1693,130
2020-05-04,PETERBOROUGH COUNTY-CITY,2255,16,65,3
2020-05-04,PORCUPINE,2256,9,48,4
2020-05-04,RENFREW COUNTY AND DISTRICT,2257,1,14,1
2020-05-04,SIMCOE MUSKOKA DISTRICT,2260,79,213,18
2020-05-04,SUDBURY AND DISTRICT,2261,9,46,2
2020-05-04,THUNDER BAY DISTRICT,2262,16,59,1
2020-05-04,TIMISKAMING,2263,7,11,0
2020-05-04,TORONTO,3895,1257,3899,399
2020-05-04,WATERLOO REGION,2265,181,511,51
2020-05-04,WELLINGTON-DUFFERIN-GUELPH,2266,100,181,25
2020-05-04,WINDSOR-ESSEX COUNTY,2268,112,455,53
2020-05-04,YORK REGION,2270,310,1217,111
2020-05-05,ALGOMA DISTRICT,2226,0,13,0
2020-05-05,BRANT COUNTY,2227,17,84,4
2020-05-05,CHATHAM-KENT,2240,49,39,1
2020-05-05,CITY OF HAMILTON,2237,83,346,21
2020-05-05,CITY OF OTTAWA,2251,518,875,138
2020-05-05,DURHAM REGION,2230,265,679,126
2020-05-05,EASTERN ONTARIO,2258,27,74,2
2020-05-05,GREY BRUCE,2233,12,70,0
2020-05-05,HALDIMAND-NORFOLK,2234,17,147,29
2020-05-05,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,14,125,19
2020-05-05,HALTON REGION,2236,60,399,22
2020-05-05,HASTINGS & PRINCE EDWARD COUNTIES,2238,6,34,4
2020-05-05,HURON PERTH,5183,8,37,5
2020-05-05,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,2,58,0
2020-05-05,LAMBTON COUNTY,2242,31,144,14
2020-05-05,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,37,244,42
2020-05-05,MIDDLESEX-LONDON,2244,75,319,38
2020-05-05,NIAGARA REGION,2246,88,387,52
2020-05-05,NORTH BAY PARRY SOUND DISTRICT,2247,2,15,0
2020-05-05,NORTHWESTERN,2249,0,15,0
2020-05-05,OXFORD ELGIN-ST.THOMAS,4913,7,48,4
2020-05-05,PEEL REGION,2253,706,1745,139
2020-05-05,PETERBOROUGH COUNTY-CITY,2255,14,67,3
2020-05-05,PORCUPINE,2256,9,48,4
2020-05-05,RENFREW COUNTY AND DISTRICT,2257,1,14,1
2020-05-05,SIMCOE MUSKOKA DISTRICT,2260,82,218,18
2020-05-05,SUDBURY AND DISTRICT,2261,7,48,2
2020-05-05,THUNDER BAY DISTRICT,2262,16,60,1
2020-05-05,TIMISKAMING,2263,7,11,0
2020-05-05,TORONTO,3895,1340,3974,423
2020-05-05,WATERLOO REGION,2265,185,521,55
2020-05-05,WELLINGTON-DUFFERIN-GUELPH,2266,91,190,26
2020-05-05,WINDSOR-ESSEX COUNTY,2268,114,468,54
2020-05-05,YORK REGION,2270,280,1263,114
2020-05-06,ALGOMA DISTRICT,2226,0,13,0
2020-05-06,BRANT COUNTY,2227,13,88,4
2020-05-06,CHATHAM-KENT,2240,48,40,1
2020-05-06,CITY OF HAMILTON,2237,81,352,21
2020-05-06,CITY OF OTTAWA,2251,494,918,139
2020-05-06,DURHAM REGION,2230,252,707,128
2020-05-06,EASTERN ONTARIO,2258,26,75,2
2020-05-06,GREY BRUCE,2233,11,71,0
2020-05-06,HALDIMAND-NORFOLK,2234,14,147,31
2020-05-06,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,11,125,19
2020-05-06,HALTON REGION,2236,70,405,22
2020-05-06,HASTINGS & PRINCE EDWARD COUNTIES,2238,6,34,4
2020-05-06,HURON PERTH,5183,7,38,5
2020-05-06,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1,59,0
2020-05-06,LAMBTON COUNTY,2242,28,146,16
2020-05-06,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,32,250,43
2020-05-06,MIDDLESEX-LONDON,2244,59,332,40
2020-05-06,NIAGARA REGION,2246,86,398,52
2020-05-06,NORTH BAY PARRY SOUND DISTRICT,2247,2,15,0
2020-05-06,NORTHWESTERN,2249,0,15,0
2020-05-06,OXFORD ELGIN-ST.THOMAS,4913,6,49,4
2020-05-06,PEEL REGION,2253,689,1792,147
2020-05-06,PETERBOROUGH COUNTY-CITY,2255,7,59,2
2020-05-06,PORCUPINE,2256,10,48,4
2020-05-06,RENFREW COUNTY AND DISTRICT,2257,1,14,1
2020-05-06,SIMCOE MUSKOKA DISTRICT,2260,94,225,21
2020-05-06,SUDBURY AND DISTRICT,2261,7,48,2
2020-05-06,THUNDER BAY DISTRICT,2262,12,65,1
2020-05-06,TIMISKAMING,2263,7,11,0
2020-05-06,TORONTO,3895,1314,4156,458
2020-05-06,WATERLOO REGION,2265,208,541,60
2020-05-06,WELLINGTON-DUFFERIN-GUELPH,2266,89,200,26
2020-05-06,WINDSOR-ESSEX COUNTY,2268,122,477,55
2020-05-06,YORK REGION,2270,264,1309,121
2020-05-07,ALGOMA DISTRICT,2226,0,13,0
2020-05-07,BRANT COUNTY,2227,11,91,4
2020-05-07,CHATHAM-KENT,2240,41,47,1
2020-05-07,CITY OF HAMILTON,2237,82,358,23
2020-05-07,CITY OF OTTAWA,2251,492,940,141
2020-05-07,DURHAM REGION,2230,251,726,130
